Origin Countries,State Code,AUS,NZL,ASM,COK,FJI,PYF,GUM,KIR,MHL,FSM,NRU,NCL,NFK,MNP,NIU,PLW,PNG,WSM,SLB,TKL,TON,TUV,VUT,WLF,CHN,HKG,JPN,KOR,TWN,MAC,MNG,PRK,IDN,MYS,PHL,SGP,THA,VNM,BRN,KHM,LAO,MMR,TLS,BGD,IND,LKA,AFG,BTN,MDV,NPL,PAK,CAN,USA,MEX,BMU,GRL,SPM,COL,PER,VEN,BOL,ECU,ARG,BRA,CHL,URY,FLK,GUF,GUY,PRY,SUR,BLZ,CRI,SLV,GTM,HND,NIC,PAN,ATG,BHS,BRB,DMA,DOM,GRD,HTI,JAM,PRI,KNA,LCA,VCT,TTO,VIR,AIA,ABW,CYM,CUB,GLP,MTQ,MSR,ANT,TCA,VGB,AUT,BEL,DNK,FIN,FRA,DEU,GBR,GRC,IRL,ITA,LUX,NLD,PRT,ESP,SWE,CHE,ISL,LIE,NOR,AND,BIH,FRO,GIB,MKD,MCO,SMR,SCG,ALB,BGR,HRV,CYP,CZE,HUN,MLT,POL,ROM,SVK,SVN,EST,LVA,LTU,RUS,ARM,AZE,BLR,GEO,KAZ,KGZ,MDA,TJK,TKM,UKR,UZB,TUR,BHR,IRN,IRQ,ISR,JOR,KWT,LBN,PSE,OMN,QAT,SAU,SYR,ARE,YEM,MAR,TUN,DZA,EGY,LBY,BWA,ZAF,LSO,NAM,SWZ,MWI,MOZ,TZA,ZMB,ZWE,AGO,COD,MUS,SYC,MDG,UGA,BEN,BFA,BDI,CMR,CPV,CAF,TCD,COM,COG,CIV,DJI,GNQ,ERI,ETH,GAB,GMB,GHA,GIN,GNB,KEN,LBR,MLI,MRT,MYT,NER,NGA,REU,RWA,SHN,STP,SEN,SLE,SOM,SDN,TGO
"Korea, Republic of",KOR,38900,17934,183,3,54,48,3250,7,13,30,56,24,2,1797,0,141,7,2,34,0,9,1,2,11,96753,10052,363095,0,387,16,301,3143,1409,962,9206,664,1262,79,196,169,3,125,15,247,1400,12,61,16,5,2288,16950,82893,666807,1683,40,210,0,119,438,298,560,281,8205,4739,1126,45,2,18,1,1929,28,16,109,16,997,80,17,190,2,1,7,3,256,17,39,9,1053,9,2,3,64,25,0,95,2,591,9,37,0,5,2,6,1507,4049,8056,132,16957,26060,12603,212,170,3787,517,5305,74,2158,9574,1988,37,4,6354,16,9,14,3,3,52,27,1903,3,74,29,2,76,144,10,42,4,1,13,135,2,20,4960,64,0,115,79,98,287,287,346,181,2812,3890,513,2042,51,133,368,3655,8005,559,938,136,0,38,149,1400,223,362,18,647,320,1496,5,974,9,24,14,73,147,307,107,399,31,4169,10,4,5,216,14,896,93,1,4,0,7,3,10,42,32,0,16,212,24,76,1097,420,0,584,44,31,76,0,94,583,4,15,1,0,40,8,26,0,131
Taiwan,TWN,22418,12486,187,1,20,18,18,4,5,11,32,12,1,16,0,16,3,1,18,0,3,0,1,6,942,3612,0,14,0,6,7,31,1179,362,7362,2490,272,55,5,7,1,47,13,93,527,5,23,6,2,861,6380,70796,337155,98,22,114,0,38,55,646,162,548,3511,3622,755,205,4,9,1,15,15,655,41,6,1,67,45,2009,1,1,5,2,767,12,27,3,396,7,1,1,24,10,0,36,0,222,6,14,0,77,1,2,1473,1085,155,14,2546,8576,6685,58,85,1001,35,1606,18,0,684,902,1,1,179,6,3,3,1,1,20,7,480,1,28,11,3,21,28,4,16,1,8,5,51,1,0,1868,24,0,43,30,37,108,108,130,68,1058,1465,264,769,19,51,139,1383,3015,213,353,51,0,15,57,530,85,117,6,210,24,563,2,367,3,9,5,28,55,115,40,151,12,1570,8,1,150,81,5,333,38,0,2,0,2,1,4,16,13,0,7,83,9,29,413,154,0,230,16,11,1,0,35,219,1,6,0,0,15,2,11,0,49
Macau,MAC,1948,249,0,0,4,4,4,0,1,2,2,1,0,3,0,3,1,0,0,0,1,0,0,0,18230,70146,0,266,28,0,1,592,30,70,89,47,53,3,1,1,0,9,0,18,102,1,4,1,0,163,1205,6875,6920,7,1,4,0,0,5,1,0,2,39,12,10,0,0,0,0,3,0,0,8,1,0,1,0,7,0,0,0,0,3,1,3,1,77,1,0,0,5,2,0,7,0,43,1,3,0,0,0,0,6,44,0,0,92,2336,1515,1,44,3352,4,84,2882,0,0,36,0,0,52,1,1,1,0,0,4,3,200,0,5,2,0,0,2,1,0,0,0,1,10,0,0,363,5,0,8,6,7,21,21,25,13,200,284,7,145,4,9,26,257,585,39,68,10,0,3,10,98,16,22,1,39,0,109,0,69,1,2,1,5,11,22,8,28,2,305,1,0,0,15,1,63,7,0,0,0,0,0,1,3,2,0,1,15,2,6,80,29,0,42,3,2,0,0,7,41,0,1,0,0,3,0,2,0,10
Mongolia,MNG,125,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,50,827,3,2,0,0,7,2,5,6,3,4,0,0,0,0,1,0,1,7,0,0,0,0,12,87,130,2530,6,0,1,0,3,0,0,1,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,37,15,15,274,252,296,12,53,47,3,139,5,31,69,172,0,0,20,0,0,0,0,0,0,0,28,5,0,0,0,567,722,0,173,7,31,0,1,3,69,26,0,0,1,0,1,1,1,2,1,14,20,192,10,1,2,2,38,41,10,5,1,0,0,2,15,4,2,0,3,2,8,0,5,0,0,0,0,1,2,1,2,0,21,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"Korea, Democratic People’s Republic of",PRK,55,12,1,1,17,15,16,0,4,9,0,2,0,13,0,11,2,1,0,0,3,0,1,0,44088,3264,166313,642,123,5,6,0,150,306,414,211,230,14,4,129,1,40,2,79,446,4,19,5,2,727,5387,111,234788,108,12,66,0,12,20,61,3,148,172,2165,9,3,0,4,0,893,6,2,35,5,1,71,4,102,0,0,2,1,1,5,11,3,335,3,1,1,20,8,0,30,0,188,3,12,0,2,0,2,9,74,265,1,119,5440,87,13,156,48,2,13,6,0,64,174,1,1,28,5,3,1,0,1,17,2,125,1,23,9,9,87,20,3,15,2,13,4,43,1,7,1579,20,0,36,25,31,91,91,110,58,894,1238,31,649,16,41,117,1148,2548,173,298,43,0,12,47,440,69,121,6,217,132,476,2,310,3,8,4,23,47,98,34,127,10,1327,3,1,99,69,4,281,31,0,1,0,2,1,3,13,11,0,5,70,8,24,349,130,0,192,14,10,1,0,30,185,1,5,0,0,13,4,9,0,42
Indonesia,IDN,47158,3792,6,3,63,56,57,6,15,34,48,1050,2,49,0,45,372,2,72,0,11,1,3,9,18278,11194,14610,10780,34000,19,21,594,0,744072,138318,29314,549,3971,4729,317,4,145,1093,287,983,14,68,18,6,2622,19424,10663,76479,66,5,24,0,38,66,54,15,23,626,200,93,7,0,2,0,46,2,4,127,18,16,12,4,98,1,3,8,4,10,19,44,10,1220,10,0,3,74,29,0,110,2,685,10,43,0,194,2,7,991,2754,639,133,3802,45830,7186,270,162,1295,89,165770,95,830,1817,3163,87,4,703,19,10,32,7,4,61,64,4502,3,85,33,49,88,34,12,49,4,1,15,157,2,1,5750,74,0,133,91,113,333,333,401,210,3264,4509,180,2370,479,2771,427,34197,9280,11647,1873,232,0,296778,1397,13098,4651,677,34,1210,1660,1734,6,1130,10,28,16,85,170,355,124,463,37,4833,12,4,6,250,16,1026,108,1,5,0,8,4,11,48,37,0,19,246,28,88,1272,473,0,678,51,35,2,0,109,676,4,17,1,0,46,7,30,0,152
Malaysia,MYS,78858,11460,8,1,26,23,23,11,6,14,82,30,3,20,0,23,4,1,111,1,4,1,2,16,2861,4609,5849,395,186,8,9,93,46850,0,56343,303828,1290,1814,57346,512,2,60,499,119,14932,222,89,24,8,1842,13646,21721,51669,41,4,21,0,8,4,27,7,12,259,83,27,3,1,1,0,19,1,6,52,8,9,5,1,25,0,1,3,1,17,7,17,4,505,4,0,1,31,12,0,46,11,283,4,18,0,3,1,3,43,458,414,224,1838,16602,50061,51,2197,343,39,2784,38,230,1068,1524,1,2,326,8,4,11,2,2,25,21,1495,1,35,14,12,13,19,5,10,2,0,6,65,1,0,2379,31,0,55,38,47,138,138,166,87,1350,1866,266,980,25,64,177,1757,3840,269,450,65,0,18,72,673,107,689,34,1231,2736,717,2,468,4,11,7,36,70,147,52,197,16,1999,22,2,2,104,7,424,45,1,2,0,3,1,5,20,15,0,8,102,11,36,526,196,0,281,21,15,1,0,45,280,2,7,1,0,19,3,12,0,63
Philippines,PHL,103942,10135,664,6,126,111,32625,20,6,69,150,61,5,15822,0,2892,17,5,123,1,21,2,6,29,52846,22394,93662,12855,75000,241,41,1717,36125,308462,0,1540,1264,1600,11150,457,8,289,385,573,3235,29,140,37,12,5308,39316,239811,1454705,307,90,475,0,58,250,105,34,45,1248,400,84,14,12,3,0,25,4,18,253,36,37,24,4,439,2,118,15,7,54,36,84,20,2433,20,1,6,148,59,1,220,55,1365,19,85,1,12,3,14,9041,5700,4113,795,7136,67028,40843,6132,4095,77025,341,7117,255,17047,6484,9047,843,9,6993,407,20,37,9,7,121,74,5169,13,170,66,2038,34,26,23,66,16,1,30,312,8,3,11463,147,0,265,181,226,663,663,800,418,6523,8989,584,4737,678,3798,854,48433,18498,15963,3216,13271,0,383031,1979,18551,6375,842,43,1505,764,3456,12,2259,20,56,32,170,340,708,249,925,73,9633,24,9,11,500,32,2051,215,3,10,0,15,7,23,96,73,1,37,492,55,175,2535,944,0,1356,102,71,5,0,217,1352,9,34,2,0,92,13,60,0,303
Singapore,SGP,33485,3909,3,0,9,8,9,4,2,5,34,12,1,7,0,9,1,0,0,0,2,0,1,7,771,1675,1221,11,68,3,3,25,12397,92152,15495,0,803,481,2132,364,1,22,132,43,5076,86,31,8,3,652,4830,10020,24352,42,2,10,0,7,5,16,5,8,94,30,41,1,1,0,0,7,0,4,19,3,5,2,0,21,0,0,1,1,7,3,6,1,184,1,0,0,11,4,0,17,5,103,1,6,0,1,0,1,28,349,366,60,1741,9686,40571,72,300,179,47,2636,26,218,482,1046,0,1,420,3,1,8,2,1,9,16,1112,1,13,5,9,14,15,2,20,1,7,2,24,0,1,865,11,0,20,14,17,50,50,60,32,491,679,199,357,9,24,64,649,1396,102,164,24,0,7,27,249,41,68,3,121,78,261,1,170,1,4,2,13,26,53,19,73,6,727,13,1,1,38,2,154,16,0,1,0,1,1,2,7,6,0,3,37,4,13,191,71,0,102,8,5,0,0,16,102,1,3,0,0,7,1,5,0,23
Thailand,THA,23600,5154,3,1,29,26,26,3,7,16,26,11,1,23,0,21,4,1,1,0,5,0,1,5,45118,5342,23967,4772,140000,245,10,1466,24867,91624,29939,355,0,970,9407,89554,1645,67,265,132,749,7,32,9,3,1223,9062,9036,182056,43,10,54,0,10,5,13,8,4,288,92,35,1,0,1,0,21,1,1,58,8,2,5,1,6,0,4,3,2,0,8,19,5,563,4,0,1,34,14,0,51,28,316,4,20,0,3,1,3,2662,3674,6419,1794,10354,20588,16471,329,451,3261,211,6793,64,583,14294,10143,668,2,5502,9,5,14,3,2,28,29,1992,2,39,15,74,32,33,5,40,2,4,7,72,1,1,2653,34,0,61,42,52,153,153,185,97,1503,2080,147,1092,53,229,197,3765,4281,964,549,77,0,18058,154,1442,385,376,19,671,1083,800,3,521,5,13,7,39,79,164,57,213,17,2229,6,2,3,115,7,473,50,1,2,0,4,2,5,22,17,0,9,113,13,41,587,218,0,312,23,16,1,0,50,312,2,8,1,0,21,3,14,0,70
Viet Nam,VNM,154831,3946,204,4,76,67,68,19,17,41,144,592,5,59,0,60,10,3,3,1,13,2,4,28,15356,13371,12965,8950,24000,22,25,499,17017,1335,23243,922,8336,0,18,108954,10004,173,181,343,678,17,79,21,7,3111,23045,150614,1002278,34,61,323,5,9,4,19,3,19,749,239,12,2,1,2,0,56,2,1,152,22,1,14,23,10,1,3,9,4,25,21,48,12,1461,11,0,3,89,35,0,132,0,820,11,51,1,7,2,9,2545,7151,8575,2882,122079,115437,23968,236,736,1380,337,10646,21,599,11771,9300,290,5,11760,22,12,45,9,4,73,90,6300,67,102,40,18,14639,1884,14,1753,85,693,20,188,43,62,6885,88,0,159,109,136,398,398,480,251,3904,5399,32,2835,70,179,511,5006,11111,751,1300,189,0,53,205,1917,300,417,21,745,14,2076,7,1352,12,33,19,102,204,426,149,554,44,5786,14,5,124,300,19,1227,131,2,6,0,9,4,14,58,45,1,23,297,33,105,1523,566,0,819,61,42,3,0,130,809,5,20,2,0,55,8,37,0,182
Brunei Darussalam,BRN,2069,246,0,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,33,109,13,0,4,0,0,1,390,11,3465,7,8,15,0,0,0,1,4,3,16,0,1,0,0,25,186,4405,701,1,0,1,0,0,6,1,0,0,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,2,14,4,0,45,748,2789,0,23,1299,0,548,0,12,2,52,0,0,21,0,0,1,0,0,1,2,106,0,1,0,1,0,0,0,0,0,0,0,2,0,0,56,1,0,1,1,1,3,3,4,2,31,44,10,22,1,2,4,41,91,6,11,1,0,0,2,16,3,18,1,32,73,17,0,11,0,0,0,1,2,3,1,4,0,47,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0,0,2,0,1,12,5,0,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1
Cambodia,KHM,22979,4770,3,1,12,10,10,3,3,6,25,9,1,9,0,10,2,0,0,0,2,0,1,5,949,2051,1510,14,83,3,4,31,2694,206,4007,142,18718,109,3,0,1009,27,29,53,299,3,13,3,1,488,3617,19016,138449,2,8,44,0,1,1,2,1,6,115,37,4,3,0,0,0,9,0,0,23,3,1,2,1,10,0,1,1,1,55,4,8,2,225,2,0,1,14,5,0,20,0,126,2,8,0,1,0,1,648,1092,134,99,59675,12751,833,12,8,138,25,543,2,36,355,2079,0,1,189,3,2,11,2,1,11,22,1502,1,16,6,1,16,36,2,23,1,3,3,29,0,0,1060,14,0,24,17,21,61,61,74,39,600,831,7,436,11,27,79,770,1710,116,200,29,0,8,31,295,46,65,3,117,8,320,1,208,2,5,3,16,31,65,23,85,7,891,2,1,1,46,3,189,20,0,1,0,1,1,2,9,7,0,3,45,5,16,234,87,0,125,9,7,0,0,20,124,1,3,0,0,8,1,6,0,28
Lao People’s Democratic Republic,LAO,9565,1017,1,1,13,12,12,1,3,7,10,4,0,10,0,9,2,0,0,0,2,0,1,2,1004,2331,1433,15,94,4,4,33,3923,234,4771,161,29137,157,3,775,0,30,42,60,340,3,15,4,1,555,4111,14376,206722,1,12,62,0,2,2,4,1,3,131,42,1,0,0,0,0,10,0,0,27,4,1,2,1,1,0,1,2,1,11,4,9,2,256,2,0,1,16,6,0,23,0,143,2,9,0,1,0,2,30,1111,27,6,43636,10639,573,8,35,98,21,117,1,166,388,997,1,1,51,4,2,8,2,1,13,16,1106,1,18,7,2,9,30,2,31,1,3,3,33,1,0,1205,15,0,28,19,24,70,70,84,44,682,945,2,495,12,31,89,874,1944,131,227,33,0,9,36,335,52,78,4,139,26,363,1,236,2,6,3,18,36,74,26,97,8,1012,3,1,1,52,3,214,23,0,1,0,2,1,2,10,8,0,4,51,6,18,266,99,0,142,11,7,1,0,23,141,1,4,0,0,10,1,6,0,32
Myanmar,MMR,10973,702,1,1,10,9,9,1,2,5,11,4,0,8,0,7,1,0,0,0,2,0,0,2,1435,1770,3676,21,71,3,3,47,14222,177,18018,122,108540,552,2,155,292,0,152,45,60714,2,262,69,23,3528,26131,3756,33381,14,2,10,0,3,19,2,0,3,99,32,1,1,0,0,0,7,0,0,20,3,1,2,1,1,0,0,1,1,3,3,6,2,194,2,0,0,12,5,0,18,1,109,1,7,0,1,0,1,11,59,100,60,662,4717,9976,22,70,170,3,193,9,49,151,189,0,1,109,3,2,2,1,1,10,5,316,1,14,5,12,4,0,2,13,1,22,2,25,0,0,913,12,0,21,14,18,53,53,64,33,517,716,38,376,9,24,68,667,1473,101,172,25,0,7,27,255,40,57,3,102,11,275,1,179,2,4,3,13,27,56,20,73,6,767,2,1,1,40,3,163,17,0,1,0,1,1,2,8,6,0,3,39,4,14,202,75,0,108,8,6,0,0,17,107,1,3,0,0,7,1,5,0,24
Timor Leste,TLS,9389,30,1,0,1,1,1,1,0,0,9,3,0,1,0,1,0,0,0,0,0,0,0,2,38,141,0,1,6,0,0,1,829,14,7380,9,11,32,0,0,0,2,0,4,21,0,1,0,0,32,241,40,14,1,0,0,0,0,1,3,0,0,8,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,1,0,9,0,1,0,0,0,0,2,0,0,0,1,652,7,6,0,1044,0,11,2241,0,1,11,0,0,1,0,0,1,0,0,1,1,76,0,1,0,0,2,0,0,0,0,0,0,2,0,0,73,1,0,2,1,1,4,4,5,3,40,57,1,29,1,2,5,51,118,8,14,2,0,1,2,20,3,4,0,8,0,22,0,14,0,0,0,1,2,5,2,6,0,61,0,0,0,3,0,13,1,0,0,0,0,0,0,1,0,0,0,3,0,1,16,6,0,8,1,0,0,0,1,8,0,0,0,0,1,0,0,0,2
Bangladesh,BGD,9078,1187,7,10,495,175,179,1,46,108,11,20,0,897,0,131,27,7,4,0,34,0,7,2,12262,34977,5548,5319,1411,59,65,398,3870,14313,10062,5853,1949,238,938,65,13,1359,41,0,3805844,45,15980,4228,1386,203616,1508256,22595,99771,10,7,34,0,9,6,32,15,14,1967,629,10,0,0,4,0,146,5,1,399,57,10,36,10,14,4,5,22,10,1,55,126,31,3837,30,1,9,234,93,1,347,4,2153,29,134,1,19,5,23,1540,907,392,413,1795,88562,155348,4763,663,24546,45,839,263,1505,3391,1991,8,14,557,59,31,39,11,11,191,79,5498,10,269,104,184,33,187,37,57,13,9,47,493,6,2,18080,232,0,417,286,356,1046,1046,1261,659,10263,14178,330,7453,879,4803,1343,62764,29178,20184,4716,111968,0,379207,2565,24041,8061,1116,57,1993,138,5451,18,3555,31,87,51,268,536,1117,391,1456,115,15194,38,13,51,787,50,3227,340,5,16,0,24,11,36,152,116,1,59,774,87,276,3999,1488,0,2135,160,111,9,0,343,2127,14,54,4,0,144,21,95,0,477
India,IND,95452,20891,19,15,3788,268,275,14,70,167,110,63,3,240,0,210,251,11,7,1,77,1,12,21,16401,53566,5771,1686,2161,90,100,533,28837,109634,55215,45007,9112,1248,3693,285,19,35038,307,958172,0,392746,5906,1563,512,81868,606424,323171,1037360,391,72,381,0,94,149,253,114,86,3025,608,534,2,2,7,1,121,8,271,618,87,15,25,11,2084,46,190,541,18,134,97,223,457,5878,52,6,14,620,144,2,532,71,3298,51,206,2,40,9,35,8600,9659,4673,1172,31727,181854,469569,7088,3425,35756,418,11074,6639,9112,12349,11071,204,22,5722,182,48,111,25,18,292,222,15484,21,411,161,778,242,248,56,338,26,19,72,755,580,20,27695,355,0,640,568,545,1602,1602,1932,1010,15912,21718,521,146512,5075,29804,15772,362591,219184,125250,14217,341342,409388,1045985,14817,1299439,50023,1850,95,3305,916,8350,28,5504,61,135,78,5691,9710,24136,14356,10763,848,23274,1254,71,8651,1280,81,5253,1147,12,25,0,37,3108,54,235,392,4,198,2049,133,423,6126,2552,0,5651,1686,191,12,0,525,3297,71,498,13,1,226,197,319,63,731
Sri Lanka,LKA,53461,6168,6,2,31,27,28,7,7,17,54,21,2,24,0,24,4,1,1,0,5,1,2,10,2392,5429,3540,35,219,9,10,78,1983,2225,3308,864,10164,90,962,140,2,71,21,140,186264,0,803,213,70,10826,80190,91942,26196,31,6,33,0,3,19,6,4,5,305,98,9,0,1,1,0,23,1,16,62,9,2,6,2,8,1,7,3,2,0,9,20,5,595,5,0,1,36,14,0,54,1,334,5,21,0,3,1,4,109,553,7596,361,26680,36192,68296,822,227,39682,47,9720,13,285,6096,23108,121,2,7953,9,5,31,6,2,30,62,4353,15,42,16,2793,31,27,6,48,19,0,8,76,1218,3,2805,36,0,65,44,55,162,162,196,102,1592,2200,38,1156,235,1364,208,16821,4527,5732,917,31317,0,114981,687,6443,2289,225,11,401,280,846,3,551,5,14,8,41,83,173,61,226,18,2357,6,2,3,122,8,500,53,1,3,0,4,2,6,23,18,0,9,120,13,43,620,231,0,331,25,17,1,0,53,330,2,8,1,0,22,3,15,0,74
Afghanistan,AFG,11296,739,4,4,87,77,78,1,20,47,11,11,0,68,0,58,12,3,2,0,15,0,3,2,4201,15324,175,63,618,26,29,136,1048,1537,5338,1060,1153,80,20,29,6,199,11,395,9706,20,0,34,11,4036,29899,22614,47838,9,4,20,0,5,8,21,2,21,862,275,16,0,0,2,0,64,2,2,174,25,5,16,23,11,1,2,10,5,3,24,55,14,1682,13,0,4,102,41,1,152,0,944,13,59,1,9,2,10,72,794,6905,338,2778,35519,15277,346,111,351,5,24277,2,152,7017,2421,4,6,3116,26,14,14,4,5,84,27,1903,7,118,46,2,209,558,16,165,9,74,21,216,5,35,7924,102,0,183,125,156,458,458,553,289,4489,6214,9636,3260,1858527,16818,588,196103,12788,70675,6492,688,0,15244,8013,75114,28226,531,27,949,271,2389,8,1555,14,38,22,117,235,490,171,637,50,6659,17,6,8,344,22,1411,149,2,7,0,10,5,16,66,51,1,26,338,38,121,1753,651,0,933,70,49,1,0,150,931,6,23,2,0,63,9,41,0,209
Bhutan,BTN,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,30,0,3,0,0,1,3,7,9,5,5,0,0,0,0,1,0,2,7977,0,33,0,3,426,3153,30,347,1,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,78,13,0,256,199,88,3,3,15,0,25,1,0,13,69,0,0,18,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,35,0,0,1,1,1,2,2,2,1,20,28,1,14,0,1,3,26,57,4,7,1,0,0,1,10,2,2,0,4,2,11,0,7,0,0,0,1,1,2,1,3,0,30,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
Maldives,MDV,175,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,239,0,1,0,0,14,102,10,41,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,53,201,4,4,12,0,8,8,0,12,37,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,12,1,0,0,0,4,5,1,1,0,0,0,0,1,0,1,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,2626,345,1,2,30,27,27,0,7,17,3,4,0,275,0,20,4,1,1,0,5,0,1,1,2484,5369,2511,1484,216,9,10,81,2898,538,6107,372,13492,125,5215,136,2,70,31,139,651642,7,2629,696,228,0,256125,1152,12580,41,1,4,0,3,42,4,2,3,302,97,10,1,0,1,0,22,1,1,61,9,2,6,2,10,1,1,3,2,0,8,19,5,589,5,0,1,36,14,0,53,0,330,4,21,0,3,1,4,19,258,127,98,659,10643,6068,18,71,230,30,464,33,229,191,514,1,2,293,9,5,3,1,2,29,5,382,1,41,16,16,15,14,6,11,2,2,7,76,1,0,2774,36,0,64,514,55,160,160,193,101,1665,2175,11,1146,48,196,206,3439,4477,823,561,80,0,14026,141,1317,329,169,9,302,11,836,3,547,5,13,8,41,82,171,60,224,18,2331,6,2,3,121,8,496,52,1,3,0,4,2,5,23,18,0,9,119,13,42,614,228,0,328,25,17,1,0,53,327,2,8,1,0,22,3,14,0,73
Pakistan,PAK,11917,1321,5,6,497,107,111,2,28,68,13,15,0,97,0,83,17,5,3,0,21,0,5,3,7855,21377,4666,3369,862,36,40,255,4567,15045,11645,6569,2921,232,538,124,8,3980,49,20304,1327671,155,4107,1087,356,69902,0,83611,229400,58,17,88,0,23,24,26,25,23,1213,138,169,3,0,3,0,16,3,13,250,35,15,22,19,51,2,3,14,7,78,34,82,19,2345,19,1,6,143,58,1,212,57,1316,19,82,1,12,3,14,2470,4260,10214,397,12549,98598,322178,10894,3402,21520,91,10827,858,10959,3707,3824,19,9,14650,36,19,73,15,7,116,145,10154,9,164,65,147,93,84,23,74,12,6,29,301,714,32,11049,142,0,255,2163,218,639,639,771,403,6811,8665,1138,4679,20415,7025,2328,85418,17831,29523,4117,79825,0,661383,3490,32718,11791,753,39,1345,440,3331,11,2232,23,55,31,436,7514,2316,282,3102,245,9285,23,22,4426,505,31,2026,318,4,10,0,15,7,22,95,109,1,55,634,53,169,2444,923,0,1748,100,69,5,0,209,1335,22,34,4,0,89,13,88,0,292
Canada,CAN,27289,7770,3,50,68,44,16,4,12,79,32,11,1,6,0,2,14,15,1,0,0,0,2,6,2960,1471,7067,2512,358,15,17,96,1296,889,9190,340,907,73,12,129,0,115,14,23,1972,11,58,15,5,2153,15951,0,945084,5644,2560,267,344,776,499,993,1635,696,1796,1002,1853,373,9,50,38,1060,17,444,1214,260,222,393,155,434,243,1119,786,116,1665,72,156,423,973,39,561,320,59,23,100,88,676,546,875,204,2,171,116,115,1754,4145,2752,1181,20231,27177,72766,12484,4083,3188,311,8427,7326,3810,2471,8106,205,4,2296,15,8,25,5,3,48,50,3491,17,68,438,425,490,632,793,1581,22,115,14,125,11,59,4584,59,0,106,73,90,265,265,320,167,2618,3594,1427,187,54,166,6023,3888,7397,697,880,10,0,41,159,1489,278,350,18,626,373,1382,2,862,7,47,13,89,136,907,653,541,43,3852,27,4,216,366,18,1135,106,50,26,0,30,7,9,0,36,0,18,223,22,70,1014,688,0,614,539,52,56,0,87,1930,19,12,1,0,18,18,29,0,121
United States of America,USA,53694,13344,3592,77,112,72,19096,11,3,1164,86,29,3,2251,1,516,741,469,113,1,0,43,4,17,16276,2451,38804,12178,9408,24,27,529,18645,1447,157003,3074,4411,755,160,585,0,188,199,37,3267,186,96,25,8,3526,26119,278574,0,342137,3413,175,7,15219,4911,9523,3216,7796,2930,11145,7799,1393,15,129,117,1736,105,1746,1977,4106,4624,7634,3106,5136,1475,3561,2095,416,4266,2180,5756,1240,233508,1178,885,507,3501,15712,429,1147,2585,889,2452,333,49,1142,164,643,7655,13925,8367,2903,42214,148287,159164,23102,21546,55887,1112,21356,7301,21320,15143,23504,1513,6,14735,116,13,81,16,5,348,161,11260,79,111,886,899,2197,2567,476,9130,1027,829,24,203,3629,1033,7464,96,0,172,2082,147,432,432,521,272,4637,5853,13579,304,210,1031,9832,15033,12045,4332,48706,37,0,27903,614,5758,1730,1940,96,3466,7472,2250,3,1407,12,77,21,177,221,4599,1926,1140,90,6272,30,9,336,1113,58,3739,239,82,42,0,49,12,87,4575,81,1,41,454,36,114,1651,3004,0,1253,6439,225,118,0,141,3172,33,20,3,0,1025,249,66,0,443
